CATEGORIA_ID's;GRUPOS;CATEGORIAS
X41;W00 X59 Outras causas externas de traumatismos acidentais;X41 Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos]
X42;W00 X59 Outras causas externas de traumatismos acidentais;X42 Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte
X43;W00 X59 Outras causas externas de traumatismos acidentais;X43 Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo
X44;W00 X59 Outras causas externas de traumatismos acidentais;X44 Envenenamento [intoxicação] acidental por e exposição a outras drogas
X45;W00 X59 Outras causas externas de traumatismos acidentais;X45 Envenenamento [intoxicação] acidental por e exposição ao álcool
X46;W00 X59 Outras causas externas de traumatismos acidentais;X46 Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
X47;W00 X59 Outras causas externas de traumatismos acidentais;X47 Intoxicação acidental por e exposição a outros gases e vapores
X48;W00 X59 Outras causas externas de traumatismos acidentais;X48 Envenenamento [intoxicação] acidental por e exposição a pesticidas
X49;W00 X59 Outras causas externas de traumatismos acidentais;X49 Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
X50;W00 X59 Outras causas externas de traumatismos acidentais;X50 Excesso de exercícios e movimentos vigorosos ou repetitivos
X51;W00 X59 Outras causas externas de traumatismos acidentais;X51 Viagem e movimento
X52;W00 X59 Outras causas externas de traumatismos acidentais;X52 Estadia prolongada em ambiente agravitacional
X53;W00 X59 Outras causas externas de traumatismos acidentais;X53 Falta de alimento
X54;W00 X59 Outras causas externas de traumatismos acidentais;X54 Falta de água
X57;W00 X59 Outras causas externas de traumatismos acidentais;X57 Privação não especificada
X58;W00 X59 Outras causas externas de traumatismos acidentais;X58 Exposição a outros fatores especificados
X59;W00 X59 Outras causas externas de traumatismos acidentais;X59 Exposição a fatores não especificados
W10;W00 W19 Quedas;W10 Queda em ou de escadas ou degraus
W11;W00 W19 Quedas;W11 Queda em ou de escadas de mão
W12;W00 W19 Quedas;W12 Queda em ou de um andaime
W13;W00 W19 Quedas;W13 Queda de ou para fora de edifícios ou outras estruturas
W14;W00 W19 Quedas;W14 Queda de árvore
W15;W00 W19 Quedas;W15 Queda de penhasco
W16;W00 W19 Quedas;W16 Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão
W17;W00 W19 Quedas;W17 Outras quedas de um nível a outro
W18;W00 W19 Quedas;W18 Outras quedas no mesmo nível
W19;W00 W19 Quedas;W19 Queda sem especificação
W20;W20 W49 Exposição a forças mecânicas inanimadas;W20 Impacto causado por objeto lançado
W21;W20 W49 Exposição a forças mecânicas inanimadas;W21 Impacto acidental ativo ou passivo causado por equipamento esportivo
W22;W20 W49 Exposição a forças mecânicas inanimadas;W22 Impacto acidental ativo ou passivo causado por outros objetos
W23;W20 W49 Exposição a forças mecânicas inanimadas;W23 Apertado
W24;W20 W49 Exposição a forças mecânicas inanimadas;W24 Contato com elevadores e instrumentos de transmissão
W25;W20 W49 Exposição a forças mecânicas inanimadas;W25 Contato com vidro cortante
W26;W20 W49 Exposição a forças mecânicas inanimadas;W26 Contato com faca
W27;W20 W49 Exposição a forças mecânicas inanimadas;W27 Contato com ferramentas manuais sem motor
W28;W20 W49 Exposição a forças mecânicas inanimadas;W28 Contato com segadeira motorizada para cortar ou aparar a grama
W29;W20 W49 Exposição a forças mecânicas inanimadas;W29 Contato com outros utensílios manuais e aparelhos domésticos equipados com motor
W30;W20 W49 Exposição a forças mecânicas inanimadas;W30 Contato com maquinaria agrícola
W31;W20 W49 Exposição a forças mecânicas inanimadas;W31 Contato com outras máquinas e com as não especificadas
W32;W20 W49 Exposição a forças mecânicas inanimadas;W32 Projétil de revólver
W33;W20 W49 Exposição a forças mecânicas inanimadas;W33 Rifle
W34;W20 W49 Exposição a forças mecânicas inanimadas;W34 Projéteis de outras armas de fogo e das não especificadas
W35;W20 W49 Exposição a forças mecânicas inanimadas;W35 Explosão ou ruptura de caldeira
W36;W20 W49 Exposição a forças mecânicas inanimadas;W36 Explosão ou ruptura de cilindro de gás
W37;W20 W49 Exposição a forças mecânicas inanimadas;W37 Explosão ou ruptura de pneumático
W38;W20 W49 Exposição a forças mecânicas inanimadas;W38 Explosão ou ruptura de outros aparelhos pressurizados especificados
W39;W20 W49 Exposição a forças mecânicas inanimadas;W39 Queima de fogos de artifício
W40;W20 W49 Exposição a forças mecânicas inanimadas;W40 Explosão de outros materiais
W41;W20 W49 Exposição a forças mecânicas inanimadas;W41 Exposição a um jato de alta pressão
W42;W20 W49 Exposição a forças mecânicas inanimadas;W42 Exposição ao ruído
W43;W20 W49 Exposição a forças mecânicas inanimadas;W43 Exposição à vibração
W44;W20 W49 Exposição a forças mecânicas inanimadas;W44 Penetração de corpo estranho no ou através de olho ou orifício natural
W45;W20 W49 Exposição a forças mecânicas inanimadas;W45 Penetração de corpo ou objeto estranho através da pele
W46;W20 W49 Exposição a forças mecânicas inanimadas;W46 Contato com agulha hipodérmica
W49;W20 W49 Exposição a forças mecânicas inanimadas;W49 Exposição a outras forças mecânicas inanimadas e às não especificadas
W50;W50 W64 Exposição a forças mecânicas animadas;W50 Golpe
W51;W50 W64 Exposição a forças mecânicas animadas;W51 Colisão entre duas pessoas
W52;W50 W64 Exposição a forças mecânicas animadas;W52 Esmagado
W53;W50 W64 Exposição a forças mecânicas animadas;W53 Mordedura de rato
W54;W50 W64 Exposição a forças mecânicas animadas;W54 Mordedura ou golpe provocado por cão
W55;W50 W64 Exposição a forças mecânicas animadas;W55 Mordedura ou golpe provocado por outros animais mamíferos
W56;W50 W64 Exposição a forças mecânicas animadas;W56 Contato com animais marinhos
W57;W50 W64 Exposição a forças mecânicas animadas;W57 Mordeduras e picadas de inseto e de outros artrópodes
W58;W50 W64 Exposição a forças mecânicas animadas;W58 Mordedura ou golpe provocado por crocodilo ou aligátor
W59;W50 W64 Exposição a forças mecânicas animadas;W59 Mordedura ou esmagamento provocado por outros répteis
W60;W50 W64 Exposição a forças mecânicas animadas;W60 Contato com espinhos de plantas ou com folhas aguçadas
W64;W50 W64 Exposição a forças mecânicas animadas;W64 Exposição a outras forças mecânicas animadas e às não especificadas
W65;W65 W74 Afogamento e submersão acidentais;W65 Afogamento e submersão durante banho em banheira
W66;W65 W74 Afogamento e submersão acidentais;W66 Afogamento e submersão consecutiva a queda dentro de uma banheira
W67;W65 W74 Afogamento e submersão acidentais;W67 Afogamento e submersão em piscina
W68;W65 W74 Afogamento e submersão acidentais;W68 Afogamento e submersão conseqüente a queda dentro de uma piscina
W69;W65 W74 Afogamento e submersão acidentais;W69 Afogamento e submersão em águas naturais
W70;W65 W74 Afogamento e submersão acidentais;W70 Afogamento e submersão conseqüentes a queda dentro de águas naturais
W73;W65 W74 Afogamento e submersão acidentais;W73 Outros afogamentos e submersão especificados
W74;W65 W74 Afogamento e submersão acidentais;W74 Afogamento e submersão não especificados
W75;W75 W84 Outros riscos acidentais à respiração;W75 Sufocação e estrangulamento acidental na cama
W76;W75 W84 Outros riscos acidentais à respiração;W76 Outro enforcamento e estrangulamento acidental
W77;W75 W84 Outros riscos acidentais à respiração;W77 Risco a respiração devido a desmoronamento
W78;W75 W84 Outros riscos acidentais à respiração;W78 Inalação do conteúdo gástrico
W79;W75 W84 Outros riscos acidentais à respiração;W79 Inalação e ingestão de alimentos causando obstrução do trato respiratório
W80;W75 W84 Outros riscos acidentais à respiração;W80 Inalação e ingestão de outros objetos causando obstrução do trato respiratório
W81;W75 W84 Outros riscos acidentais à respiração;W81 Confinado ou aprisionado em um ambiente pobre em oxigênio
W83;W75 W84 Outros riscos acidentais à respiração;W83 Outros riscos especificados à respiração
W84;W75 W84 Outros riscos acidentais à respiração;W84 Riscos não especificados à respiração
W85;W85 W99 Exposição à corrente elétrica;W85 Exposição a linhas de transmissão de corrente elétrica
W86;W85 W99 Exposição à corrente elétrica;W86 Exposição a outra corrente elétrica especificada
W87;W85 W99 Exposição à corrente elétrica;W87 Exposição a corrente elétrica não especificada
W88;W85 W99 Exposição à corrente elétrica;W88 Exposição a radiação ionizante
W89;W85 W99 Exposição à corrente elétrica;W89 Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta
W90;W85 W99 Exposição à corrente elétrica;W90 Exposição a outros tipos de radiação não-ionizante
W91;W85 W99 Exposição à corrente elétrica;W91 Exposição a tipo não especificado de radiação
W92;W85 W99 Exposição à corrente elétrica;W92 Exposição a um calor excessivo de origem artificial
W93;W85 W99 Exposição à corrente elétrica;W93 Exposição a um frio excessivo de origem artificial
W94;W85 W99 Exposição à corrente elétrica;W94 Exposição a alta
W99;W85 W99 Exposição à corrente elétrica;W99 Exposição a outros fatores ambientais artificiais e aos não especificados
X00;X00 X09 Exposição à fumaça;X00 Exposição a fogo não-controlado em um edifício ou outro tipo de construção
X01;X00 X09 Exposição à fumaça;X01 Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção
X02;X00 X09 Exposição à fumaça;X02 Exposição a fogo controlado em um edifício ou outro tipo de construção
X03;X00 X09 Exposição à fumaça;X03 Exposição a fogo controlado fora de um edifício ou de outro tipo de construção
X04;X00 X09 Exposição à fumaça;X04 Exposição a combustão de substância muito inflamável
X05;X00 X09 Exposição à fumaça;X05 Exposição a combustão de roupa de dormir
X06;X00 X09 Exposição à fumaça;X06 Exposição a combustão de outro tipo de roupa ou de acessórios
X08;X00 X09 Exposição à fumaça;X08 Exposição a outro tipo especificado de fumaça
X09;X00 X09 Exposição à fumaça;X09 Exposição a tipo não especificado de fumaça
X10;X10 X19 Contato com uma fonte de calor ou com substâncias quentes;X10 Contato com bebidas
X11;X10 X19 Contato com uma fonte de calor ou com substâncias quentes;X11 Contato com água corrente quente de torneira
X12;X10 X19 Contato com uma fonte de calor ou com substâncias quentes;X12 Contato com outros líquidos quentes
X13;X10 X19 Contato com uma fonte de calor ou com substâncias quentes;X13 Contato com vapor d'água e com vapores quentes
X14;X10 X19 Contato com uma fonte de calor ou com substâncias quentes;X14 Contato com ar e gases quentes
X15;X10 X19 Contato com uma fonte de calor ou com substâncias quentes;X15 Contato com aparelhos domésticos quentes
X16;X10 X19 Contato com uma fonte de calor ou com substâncias quentes;X16 Contato com aquecedores
X17;X10 X19 Contato com uma fonte de calor ou com substâncias quentes;X17 Contato com motores
X18;X10 X19 Contato com uma fonte de calor ou com substâncias quentes;X18 Contato com outros metais quentes
X19;X10 X19 Contato com uma fonte de calor ou com substâncias quentes;X19 Contato com outras fontes de calor ou com substâncias quentes não especificados
X20;X20 X29 Contato com animais e plantas venenosos;X20 Contato com serpentes e lagartos venenosos
X21;X20 X29 Contato com animais e plantas venenosos;X21 Contato com aranhas venenosas
X22;X20 X29 Contato com animais e plantas venenosos;X22 Contato com escorpiões
X23;X20 X29 Contato com animais e plantas venenosos;X23 Contato com abelhas
X24;X20 X29 Contato com animais e plantas venenosos;X24 Contato com centopéias e miriápodes venenosas (tropicais)
X25;X20 X29 Contato com animais e plantas venenosos;X25 Contato com outros artrópodes venenosos
X26;X20 X29 Contato com animais e plantas venenosos;X26 Contato com animais e plantas marinhos venenosos
X27;X20 X29 Contato com animais e plantas venenosos;X27 Contato com outros animais venenosos especificados
X28;X20 X29 Contato com animais e plantas venenosos;X28 Contato com outras plantas venenosas especificadas
X29;X20 X29 Contato com animais e plantas venenosos;X29 Contato com animais ou plantas venenosos
X30;X30 X39 Exposição às forças da natureza;X30 Exposição a calor natural excessivo
X31;X30 X39 Exposição às forças da natureza;X31 Exposição a frio natural excessivo
X32;X30 X39 Exposição às forças da natureza;X32 Exposição à luz solar
X33;X30 X39 Exposição às forças da natureza;X33 Vítima de raio
X34;X30 X39 Exposição às forças da natureza;X34 Vítima de terremoto
X35;X30 X39 Exposição às forças da natureza;X35 Vítima de erupção vulcânica
X36;X30 X39 Exposição às forças da natureza;X36 Vítima de avalanche
X37;X30 X39 Exposição às forças da natureza;X37 Vítima de tempestade idaclísmica
X38;X30 X39 Exposição às forças da natureza;X38 Vítima de inundação
X39;X30 X39 Exposição às forças da natureza;X39 Exposição a outras forças da natureza e às não especificadas
X40;X40 X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas;X40 Envenenamento [intoxicação] acidental por e exposição a analgésicos
X41;X40 X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas;X41 Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos]
X42;X40 X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas;X42 Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte
X43;X40 X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas;X43 Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo
X44;X40 X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas;X44 Envenenamento [intoxicação] acidental por e exposição a outras drogas
X45;X40 X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas;X45 Envenenamento [intoxicação] acidental por e exposição ao álcool
X46;X40 X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas;X46 Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
X47;X40 X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas;X47 Intoxicação acidental por e exposição a outros gases e vapores
X48;X40 X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas;X48 Envenenamento [intoxicação] acidental por e exposição a pesticidas
X49;X40 X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas;X49 Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
X50;X50 X57 Excesso de esforços;X50 Excesso de exercícios e movimentos vigorosos ou repetitivos
X51;X50 X57 Excesso de esforços;X51 Viagem e movimento
X52;X50 X57 Excesso de esforços;X52 Estadia prolongada em ambiente agravitacional
X53;X50 X57 Excesso de esforços;X53 Falta de alimento
X54;X50 X57 Excesso de esforços;X54 Falta de água
X57;X50 X57 Excesso de esforços;X57 Privação não especificada
X58;X58 X59 Exposição acidental a outros fatores e aos não especificados;X58 Exposição a outros fatores especificados
X59;X58 X59 Exposição acidental a outros fatores e aos não especificados;X59 Exposição a fatores não especificados
X60;X60 X84 Lesões autoprovocadas intencionalmente;X60 Auto-intoxicação por e exposição
X61;X60 X84 Lesões autoprovocadas intencionalmente;X61 Auto-intoxicação por e exposição
X62;X60 X84 Lesões autoprovocadas intencionalmente;X62 Auto-intoxicação por e exposição
X63;X60 X84 Lesões autoprovocadas intencionalmente;X63 Auto-intoxicação por e exposição
X64;X60 X84 Lesões autoprovocadas intencionalmente;X64 Auto-intoxicação por e exposição
X65;X60 X84 Lesões autoprovocadas intencionalmente;X65 Auto-intoxicação voluntária por álcool
X66;X60 X84 Lesões autoprovocadas intencionalmente;X66 Auto-intoxicação intencional por solventes orgânicos
X67;X60 X84 Lesões autoprovocadas intencionalmente;X67 Auto-intoxicação intencional por outros gases e vapores
X68;X60 X84 Lesões autoprovocadas intencionalmente;X68 Auto-intoxicação por e exposição
X69;X60 X84 Lesões autoprovocadas intencionalmente;X69 Auto-intoxicação por e exposição
X70;X60 X84 Lesões autoprovocadas intencionalmente;X70 Lesão autoprovocada intencionalmente por enforcamento
X71;X60 X84 Lesões autoprovocadas intencionalmente;X71 Lesão autoprovocada intencionalmente por afogamento e submersão
X72;X60 X84 Lesões autoprovocadas intencionalmente;X72 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão
X73;X60 X84 Lesões autoprovocadas intencionalmente;X73 Lesão autoprovocada intencionalmente por disparo de espingarda
X74;X60 X84 Lesões autoprovocadas intencionalmente;X74 Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada
X75;X60 X84 Lesões autoprovocadas intencionalmente;X75 Lesão autoprovocada intencionalmente por dispositivos explosivos
X76;X60 X84 Lesões autoprovocadas intencionalmente;X76 Lesão autoprovocada intencionalmente pela fumaça
X77;X60 X84 Lesões autoprovocadas intencionalmente;X77 Lesão autoprovocada intencionalmente por vapor de água
X78;X60 X84 Lesões autoprovocadas intencionalmente;X78 Lesão autoprovocada intencionalmente por objeto cortante ou penetrante
X79;X60 X84 Lesões autoprovocadas intencionalmente;X79 Lesão autoprovocada intencionalmente por objeto contundente
X80;X60 X84 Lesões autoprovocadas intencionalmente;X80 Lesão autoprovocada intencionalmente por precipitação de um lugar elevado
X81;X60 X84 Lesões autoprovocadas intencionalmente;X81 Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento
X82;X60 X84 Lesões autoprovocadas intencionalmente;X82 Lesão autoprovocada intencionalmente por impacto de um veículo a motor
X83;X60 X84 Lesões autoprovocadas intencionalmente;X83 Lesão autoprovocada intencionalmente por outros meios especificados
X84;X60 X84 Lesões autoprovocadas intencionalmente;X84 Lesão autoprovocada intencionalmente por meios não especificados
X85;X85 Y09 Agressões;X85 Agressão por meio de drogas
X86;X85 Y09 Agressões;X86 Agressão por meio de substâncias corrosivas
X87;X85 Y09 Agressões;X87 Agressão por pesticidas
X88;X85 Y09 Agressões;X88 Agressão por meio de gases e vapores
X89;X85 Y09 Agressões;X89 Agressão por meio de outros produtos químicos e substâncias nocivas especificados
X90;X85 Y09 Agressões;X90 Agressão por meio de produtos químicos e substâncias nocivas não especificados
X91;X85 Y09 Agressões;X91 Agressão por meio de enforcamento
X92;X85 Y09 Agressões;X92 Agressão por meio de afogamento e submersão
X93;X85 Y09 Agressões;X93 Agressão por meio de disparo de arma de fogo de mão
X94;X85 Y09 Agressões;X94 Agressão por meio de disparo de espingarda
X95;X85 Y09 Agressões;X95 Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
X96;X85 Y09 Agressões;X96 Agressão por meio de material explosivo
X97;X85 Y09 Agressões;X97 Agressão por meio de fumaça
X98;X85 Y09 Agressões;X98 Agressão por meio de vapor de água
X99;X85 Y09 Agressões;X99 Agressão por meio de objeto cortante ou penetrante
Y00;X85 Y09 Agressões;Y00 Agressão por meio de um objeto contundente
Y01;X85 Y09 Agressões;Y01 Agressão por meio de projeção de um lugar elevado
Y02;X85 Y09 Agressões;Y02 Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento
Y03;X85 Y09 Agressões;Y03 Agressão por meio de impacto de um veículo a motor
Y04;X85 Y09 Agressões;Y04 Agressão por meio de força corporal
Y05;X85 Y09 Agressões;Y05 Agressão sexual por meio de força física
Y06;X85 Y09 Agressões;Y06 Negligência e abandono
Y07;X85 Y09 Agressões;Y07 Outras síndromes de maus tratos
Y08;X85 Y09 Agressões;Y08 Agressão por outros meios especificados
Y09;X85 Y09 Agressões;Y09 Agressão por meios não especificados
Y10;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y10 Envenenamento [intoxicação] por e exposição a analgésicos
Y11;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y11 Envenenamento [intoxicação] por e exposição a anticonvulsivantes [antiepilépticos]
Y12;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y12 Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte
Y13;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y13 Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo
Y14;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y14 Envenenamento [intoxicação] por e exposição a outras drogas
Y15;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y15 Envenenamento [intoxicação] por e exposição ao álcool
Y16;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y16 Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
Y17;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y17 Envenenamento [intoxicação] por e exposição a outros gases e vapores
Y18;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y18 Envenenamento [intoxicação] por e exposição a pesticidas
Y19;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y19 Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados
Y20;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y20 Enforcamento
Y21;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y21 Afogamento e submersão
Y22;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y22 Disparo de pistola
Y23;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y23 Disparo de fuzil
Y24;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y24 Disparo de outra arma de fogo e de arma de fogo não especificada
Y25;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y25 Contato com material explosivo
Y26;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y26 Exposição a fumaça
Y27;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y27 Exposição a vapor de água
Y28;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y28 Contato com objeto cortante ou penetrante
Y29;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y29 Contato com objeto contundente
Y30;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y30 Queda
Y31;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y31 Queda
Y32;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y32 Impacto de um veículo a motor
Y33;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y33 Outros fatos ou eventos especificados
Y34;Y10 Y34 Eventos (fatos) cuja intenção é indeterminada;Y34 Fatos ou eventos não especificados e intenção não determinada
Y35;Y35 Y36 Intervenções legais e operações de guerra;Y35 Intervenção legal
Y36;Y35 Y36 Intervenções legais e operações de guerra;Y36 Operações de guerra
Y40;Y40 Y84 Complicações de assistência médica e cirúrgica;Y40 Efeitos adversos de antibióticos sistêmicos
Y41;Y40 Y84 Complicações de assistência médica e cirúrgica;Y41 Efeitos adversos de outros antiinfecciosos e antiparasitários sistêmicos
Y42;Y40 Y84 Complicações de assistência médica e cirúrgica;Y42 Efeitos adversos de hormônios e seus substitutos sintéticos e antagonistas
Y43;Y40 Y84 Complicações de assistência médica e cirúrgica;Y43 Efeitos adversos de substâncias de ação primariamente sistêmica
Y44;Y40 Y84 Complicações de assistência médica e cirúrgica;Y44 Efeitos adversos de substâncias farmacológicas que atuam primariamente sobre os constituintes do sangue
Y45;Y40 Y84 Complicações de assistência médica e cirúrgica;Y45 Efeitos adversos de substâncias analgésicas
Y46;Y40 Y84 Complicações de assistência médica e cirúrgica;Y46 Efeitos adversos de drogas anticonvulsivantes (antiepilépticas) e antiparkinsonianas
Y47;Y40 Y84 Complicações de assistência médica e cirúrgica;Y47 Efeitos adversos de sedativos
Y48;Y40 Y84 Complicações de assistência médica e cirúrgica;Y48 Efeitos adversos de anestésicos e gases terapêuticos
Y49;Y40 Y84 Complicações de assistência médica e cirúrgica;Y49 Efeitos adversos de substâncias psicotrópicas
Y50;Y40 Y84 Complicações de assistência médica e cirúrgica;Y50 Efeitos adversos de estimulantes do sistema nervoso central
Y51;Y40 Y84 Complicações de assistência médica e cirúrgica;Y51 Efeitos adversos de drogas que atuam primariamente sobre o sistema nervoso autônomo
Y52;Y40 Y84 Complicações de assistência médica e cirúrgica;Y52 Efeitos adversos de substâncias que atuam primariamente sobre o aparelho cardiovascular
Y53;Y40 Y84 Complicações de assistência médica e cirúrgica;Y53 Efeitos adversos de substâncias que atuam primariamente sobre o aparelho gastrointestinal
Y54;Y40 Y84 Complicações de assistência médica e cirúrgica;Y54 Efeitos adversos de substâncias que atuam primariamente sobre o metabolismo da água
Y55;Y40 Y84 Complicações de assistência médica e cirúrgica;Y55 Efeitos adversos de substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório
Y56;Y40 Y84 Complicações de assistência médica e cirúrgica;Y56 Efeitos adversos de substâncias de uso tópico que atuam primariamente sobre a pele e as membranas mucosas e drogas de uso oftalmológico
Y57;Y40 Y84 Complicações de assistência médica e cirúrgica;Y57 Efeitos adversos de outras drogas e medicamentos e as não especificadas
Y58;Y40 Y84 Complicações de assistência médica e cirúrgica;Y58 Efeitos adversos de vacinas bacterianas
Y59;Y40 Y84 Complicações de assistência médica e cirúrgica;Y59 Efeitos adversos de outras vacinas e substâncias biológicas e as não especificadas
Y60;Y40 Y84 Complicações de assistência médica e cirúrgica;Y60 Corte
Y61;Y40 Y84 Complicações de assistência médica e cirúrgica;Y61 Objeto estranho deixado acidentalmente no corpo durante a prestação de cuidados cirúrgicos e médicos
Y62;Y40 Y84 Complicações de assistência médica e cirúrgica;Y62 Assepsia insuficiente durante a prestação de cuidados cirúrgicos e médicos
Y63;Y40 Y84 Complicações de assistência médica e cirúrgica;Y63 Erros de dosagem durante a prestação de cuidados médicos e cirúrgicos
Y64;Y40 Y84 Complicações de assistência médica e cirúrgica;Y64 Medicamentos ou substâncias biológicas contaminados
Y65;Y40 Y84 Complicações de assistência médica e cirúrgica;Y65 Outros acidentes durante a prestação de cuidados médicos e cirúrgicos
Y66;Y40 Y84 Complicações de assistência médica e cirúrgica;Y66 Não administração de cuidado médico e cirúrgico
Y69;Y40 Y84 Complicações de assistência médica e cirúrgica;Y69 Acidente não especificado durante a prestação de cuidado médico e cirúrgico
Y70;Y40 Y84 Complicações de assistência médica e cirúrgica;Y70 Dispositivos (aparelhos) de anestesiologia
Y71;Y40 Y84 Complicações de assistência médica e cirúrgica;Y71 Dispositivos (aparelhos) cardiovasculares
Y72;Y40 Y84 Complicações de assistência médica e cirúrgica;Y72 Dispositivos (aparelhos) utilizados em otorrinolaringologia
Y73;Y40 Y84 Complicações de assistência médica e cirúrgica;Y73 Dispositivos (aparelhos) usados em gastroenterologia e em urologia
Y74;Y40 Y84 Complicações de assistência médica e cirúrgica;Y74 Dispositivos (aparelhos) gerais de uso hospitalar ou pessoal
Y75;Y40 Y84 Complicações de assistência médica e cirúrgica;Y75 Dispositivos (aparelhos) utilizados em neurologia
Y76;Y40 Y84 Complicações de assistência médica e cirúrgica;Y76 Dispositivos (aparelhos) utilizados em obstetrícia e em ginecologia
Y77;Y40 Y84 Complicações de assistência médica e cirúrgica;Y77 Dispositivos (aparelhos) utilizados em oftalmologia
Y78;Y40 Y84 Complicações de assistência médica e cirúrgica;Y78 Dispositivos (aparelhos) utilizados em radiologia
Y79;Y40 Y84 Complicações de assistência médica e cirúrgica;Y79 Dispositivos (aparelhos) ortopédicos
Y80;Y40 Y84 Complicações de assistência médica e cirúrgica;Y80 Dispositivos (aparelhos) utilizados em medicina física (fisiatria)
Y81;Y40 Y84 Complicações de assistência médica e cirúrgica;Y81 Dispositivos (aparelhos) utilizados em cirurgia geral ou cirurgia plástica
Y82;Y40 Y84 Complicações de assistência médica e cirúrgica;Y82 Outros dispositivos (aparelhos) associados a incidentes adversos e os não especificados
Y83;Y40 Y84 Complicações de assistência médica e cirúrgica;Y83 Reação anormal em paciente ou complicação tardia
Y84;Y40 Y84 Complicações de assistência médica e cirúrgica;Y84 Reação anormal em paciente ou complicação tardia
Y40;Y40 Y59 Efeitos adversos de drogas;Y40 Efeitos adversos de antibióticos sistêmicos
Y41;Y40 Y59 Efeitos adversos de drogas;Y41 Efeitos adversos de outros antiinfecciosos e antiparasitários sistêmicos
Y42;Y40 Y59 Efeitos adversos de drogas;Y42 Efeitos adversos de hormônios e seus substitutos sintéticos e antagonistas
Y43;Y40 Y59 Efeitos adversos de drogas;Y43 Efeitos adversos de substâncias de ação primariamente sistêmica
